"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"January","Afijio","Oyo",8.53823389419409,8.91740481666936,9.26381023606213,9.5111318414893,9.99679829067249,10.169969010775,10.6303932569737,11.6480871361079
"January","Akinyele","Oyo",8.48532603188994,8.87758186010437,9.26625672894088,9.52307659532726,9.96973068791714,10.0692877276966,10.539010796054,11.5724174593007
"January","Atiba","Oyo",8.84857760703629,9.1510701010736,9.44573204273916,9.6903583827698,10.131082482175,10.0903769312541,10.3843876290324,11.4734577137081
"January","Atisbo","Oyo",9.17649982136899,9.48635880924446,9.78035311180018,10.0309578816841,10.4835955792877,10.4179263178152,10.7451620300471,11.7493896935809
"January","Egbeda","Oyo",8.41470712324558,8.81933925160736,9.35546708582411,9.64765234902478,10.1733750235671,10.4062315994318,10.967227229956,12.0391055297536
"January","IbadanNorth","Oyo",8.41876243729296,8.71673089624443,9.03280675856634,9.26965840868689,9.67915812898934,9.64449102361077,10.0831225413681,11.0258260924349
"January","IbadanNorth-East","Oyo",8.96645735760113,9.29366428658843,9.65841837792894,9.91949927988991,10.3619836639178,10.3249299525349,10.7401634092316,11.6640757784156
"January","IbadanNorth-West","Oyo",8.37089378728058,8.66267992831504,8.97408521162807,9.20946659598878,9.62936098677919,9.66179385172283,10.1599794712109,11.1339205492674
"January","IbadanSouth-West","Oyo",8.2913057546738,8.59505317524263,8.94381547695436,9.18730603581797,9.61378123115248,9.68801101361851,10.1690659893548,11.169143706772
"January","Ibarapa Central","Oyo",8.65040666694867,8.82077549882315,9.04273839324716,9.26246889198718,9.77690199294079,10.0833723768879,10.5913078171236,11.7968129430423
"January","Ibarapa East","Oyo",8.55521344503544,8.78541113079293,9.0184067261172,9.24073137545294,9.73700717621229,10.0889686024525,10.6604237877722,11.840344115743
"January","Ibarapa North","Oyo",8.58768172169533,8.80672890044121,9.03011247845226,9.25086154614144,9.67136896618108,9.84386947102194,10.4077005760881,11.5604686317831
"January","Ido","Oyo",8.46741242633382,8.77096188600337,9.06309288194718,9.29616664066341,9.75632820153622,9.90138307556082,10.4277453709763,11.4905660262318
"January","Irepo","Oyo",9.41667246058211,9.43991789235016,9.61070919230063,9.83148848945891,10.2748125930622,10.0167506677159,9.9899052545101,10.7883092603677
"January","Iseyin","Oyo",8.59280876048495,8.82887636961646,9.06572681132241,9.28925112386174,9.7380171742967,9.94289541567372,10.4212459925313,11.5477252116106
"January","Itesiwaju","Oyo",9.00275905763444,9.28476561784318,9.56233941608298,9.80604684825411,10.2536250730024,10.2519413704901,10.5949669275311,11.6549793152572
"January","Iwajowa","Oyo",8.99590677388211,9.22916823184374,9.46784361647635,9.70004739819624,10.1676159970567,10.3138382750784,10.7638403391214,11.8959024408792
"January","Kajola","Oyo",8.81892599034105,9.09436621896232,9.36898588329456,9.60703122853494,10.0553357685491,10.1404247827161,10.5353112893383,11.6239540062101
"January","Lagelu","Oyo",8.40002960428501,8.77660455001174,9.1924686917522,9.45531395332411,9.93288511632073,10.0774433199031,10.5683816372879,11.5881614565007
"January","Ogbomosho North","Oyo",9.11876455017891,9.38852528270389,9.66862710504171,9.91397299092178,10.3776263203573,10.3645370535435,10.6109121766997,11.6707240692686
"January","Ogbomosho South","Oyo",9.17699888590179,9.43796759800602,9.71936762810327,9.96702831100441,10.4644529467437,10.5980627034536,10.8285784521012,11.8672749314886
"January","Ogo-Oluw","Oyo",8.56831542688541,8.93711603715134,9.28668718909458,9.53716001908099,10.0114419763257,10.1613327164128,10.5611172399844,11.6299782597015
"January","Olorunsogo","Oyo",9.13656646434102,9.21197162299907,9.41107226156398,9.63340857836541,10.0623051979115,9.90120730885355,10.2058465978515,11.2752685506125
"January","Oluyole","Oyo",8.50379539431093,8.89015755399366,9.34629271363806,9.6173114930247,10.1758775326121,10.4481573069068,10.9918254998726,12.1032853253537
"January","Ona-Ara","Oyo",8.45327530161507,8.87645744158378,9.43850273661618,9.74747148483328,10.3446565558656,10.5921639603908,11.085432023408,12.1767042429254
"January","Orelope","Oyo",9.05052400359819,9.2186748224693,9.44665567132501,9.67671927027256,10.1099731636299,9.88847346337472,9.94493469396715,10.8375342782555
"January","Ori-Ire","Oyo",9.16665432390436,9.37379548643192,9.61838982890992,9.85482712391769,10.3200241902452,10.3270339486884,10.6387275204535,11.7378807829656
"January","Oyo East","Oyo",8.56973582462472,8.91016513345334,9.21770913950326,9.45666483533371,9.93690453075305,10.1411799654683,10.6178779253036,11.767034631335
"January","Oyo West","Oyo",8.6177040100064,8.86265848194826,9.1238626865804,9.35339101833663,9.82455473885696,9.97808749431205,10.4991485722796,11.7204189135715
"January","Saki East","Oyo",9.07335819248977,9.26803347006929,9.51086840792179,9.74452446559348,10.1774457071769,9.99625416086131,10.1189159111909,10.9966350555237
"January","Saki West","Oyo",9.17282404783202,9.4113656651628,9.65700898256803,9.89365117158368,10.3377528720332,10.1714337615597,10.3911405558981,11.2925165867541
"January","Surulere","Oyo",8.97509829060843,9.32656696863552,9.66219279014573,9.92035625243953,10.384841043137,10.4190329999105,10.7955536634395,11.8873360297776
