"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"June","Ado","Benue",10.3704576128125,10.9439972873936,11.7754396159582,13.1147781446813,15.0621477517869,16.8298570078309,19.1381593419017,23.1601394900575
"June","Agatu","Benue",7.74195784693455,8.83065393109248,11.2418328942996,14.2236192979457,18.1053355771295,21.8120862546658,26.0627485573182,32.2948598299846
"June","Apa","Benue",7.63151205428148,8.78321025548474,11.2081764124589,14.2162119799238,18.251964856356,22.0302541880608,26.2203150562918,32.3103214726889
"June","Buruku","Benue",8.00760445267561,8.8473707752691,10.4638693231151,12.8471032541975,16.1281515115051,19.3783230067181,23.2156652796362,29.0820035940049
"June","Gboko","Benue",7.94106087164482,8.64943482791219,9.96236873353154,12.3863803868782,15.8546637454716,19.3914948816716,23.4843604626863,29.5886402268844
"June","Guma","Benue",7.17242749501272,7.77424515717003,9.89884855438874,12.8157682267452,16.491369786177,20.5305928327998,25.2861913985055,32.0383946710412
"June","Gwer East","Benue",8.35723712569109,8.91341387318977,10.4997804278261,13.024991476718,16.6952850446932,20.6829316277493,25.2085276174656,31.7131470343508
"June","GwerWest","Benue",8.31121814992667,9.09266811145166,11.4351615072806,14.3639206905599,17.9228922731528,21.637014889598,26.2474552263005,32.9320390288597
"June","Katsina (Benue)","Benue",8.02620698232893,8.8980048128268,10.3043618099574,12.1620043018327,14.7010437684796,17.1452496839834,20.1201648764286,25.0128954949955
"June","Konshish","Benue",9.71697747395876,10.3592558828495,11.3046793436997,12.9351737994786,15.3822773238035,17.7554011321953,20.7314636948148,25.5282040719368
"June","Kwande","Benue",13.4020671856149,14.4454887512704,15.6832788890553,17.2834598586339,19.1621570864946,20.6501445418414,22.8675619940985,26.8692304494998
"June","Logo","Benue",7.57437632186056,8.2317945665502,10.4933473243886,13.4951441377927,16.9723022010872,20.8413526620566,25.6904609410894,32.5447400169155
"June","Makurdi","Benue",7.34731664845112,7.78824943782293,9.79080621196958,12.6590470115575,16.145730595309,20.2364797831714,25.0523099756782,31.7960207391979
"June","Obi","Benue",10.4769694294407,10.9313900554899,11.7205389322799,13.2092247510109,15.5349576040239,17.7809567718858,20.6302936054682,25.292084986989
"June","Ogbadibo","Benue",8.31530250795563,9.17333696517257,10.5753393079647,12.604007552505,15.9734682792642,19.190198701426,22.7830213317659,28.2167336869026
"June","Ohimini","Benue",8.3384716208851,9.08448393133948,10.7150462985188,13.1259736048554,16.9560582546435,20.7433822270341,24.9832936113665,31.1959578381568
"June","Oju","Benue",11.2310975598374,11.6533299353056,12.2994281364118,13.4743402336293,15.106873274376,16.6635777915684,19.009988328452,23.0662001820121
"June","Okpokwu","Benue",9.00931662763416,9.68734834278218,10.8767113123397,12.7510686527945,15.8477142214561,18.8464251107874,22.2656802295767,27.523838445691
"June","Oturkpo","Benue",8.38622837429425,9.11137181179323,10.74592057624,13.2878922972852,17.0586874697505,20.9227338269123,25.2443237866333,31.5488654959053
"June","Tarka","Benue",6.77322629364191,7.49036065923595,9.64463654232947,12.672602199439,16.2247689437983,19.9030628730849,24.2060751424613,30.4620376234511
"June","Ukum","Benue",6.48422913367364,7.20703346105579,9.20986618983854,11.957702740129,15.5354292670926,19.3606949473358,23.7783027503169,30.1226424457819
"June","Ushongo","Benue",9.38774030994993,10.1489413500118,11.2280364617536,12.8139546768032,15.1416912869166,17.3620489764376,20.171189884455,24.827576383417
"June","Vandeiky","Benue",11.4745716582082,12.2457523527146,13.1079189967003,14.3457322656556,15.8788702654559,17.1607583428174,19.147981273492,22.756028868633
