"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"December","Akoko-Ed","Edo",27.3057327998164,30.8585236134729,33.3455664917932,33.8637214413257,31.6773243272534,29.3212932109077,32.0927074879918,37.8167176997374
"December","Egor","Edo",24.4417761118162,27.3532764015036,29.8163463876267,31.0832490602182,29.3905432058424,27.6842858109694,31.4711661298959,38.0851376601595
"December","EsanCent","Edo",25.4937174152832,28.7221584830964,31.1227238218895,31.6210158308527,29.5762017076346,27.4185262487346,30.3912391589693,36.2946855699316
"December","EsanNort","Edo",25.0414543421836,28.2456413815632,30.5713260040795,31.0730108091441,29.0678863439643,26.899832353434,29.5028397524758,35.0548468244663
"December","EsanSout","Edo",25.3854654388857,28.6069009062374,30.9946221190734,31.5280971986983,29.4952326136685,27.3063559480582,29.9553504321631,35.5332914793156
"December","EsanWest","Edo",25.3484251065439,28.5280897844699,30.9412177122629,31.4599712139632,29.428241367188,27.2988169575714,30.3421011934325,36.2868122048784
"December","Etsako Central","Edo",26.0316692480141,29.3101178343848,31.7421483672285,32.3717186142746,30.3015462823428,28.0359665456392,30.3935692275524,35.6677491898044
"December","EtsakoEa","Edo",27.4600507538554,30.9650708931327,33.2316732875949,33.6879192635197,31.4970361772803,29.1365343330157,31.5349239529545,36.8999454654995
"December","EtsakoWe","Edo",26.2245841246512,29.6018626177486,31.9810026490667,32.4982912327279,30.397747753779,28.133520494681,30.7568422894158,36.354253796032
"December","Igueben","Edo",25.560512214479,28.7480927463009,30.9975273349103,31.4365571478072,29.391955581942,27.2836370400843,30.3237405613802,36.2810389219246
"December","Ikpoba-Okha","Edo",24.2108911565004,27.1196852323105,29.5853102587965,30.7370446559145,28.9625369498933,27.3838689184249,31.2562380679882,37.9395990252654
"December","Oredo Edo","Edo",24.19215972094,27.1014011869962,29.5920855454852,30.7896183059975,29.0501738242769,27.5355598068309,31.5976478576458,38.3963046401431
"December","Orhionmw","Edo",24.4575839919228,27.359334319205,29.670139789467,30.4236212743795,28.5210003421252,26.9867426945934,30.9116617748763,37.4402210924757
"December","OviaNort","Edo",23.8829525640626,26.8144947550194,29.2812671222881,30.2441796754382,28.4673187353418,26.7114452614716,30.2441105748987,36.5190547919478
"December","OviaSouth-West","Edo",23.9960564580912,26.9567264921555,29.5029033322392,30.6251560608137,28.8358337782982,27.0636128183819,30.7364609382607,37.175901316923
"December","Owan East","Edo",26.1154681642031,29.4660262755496,31.9667909363267,32.5409091088268,30.4488584655293,28.2108534470469,31.1114804692242,36.9744006393974
"December","OwanWest","Edo",24.0912982479208,27.088553775111,29.4951281455859,30.1650031280625,28.2471149885636,26.1300255639523,28.7342921724129,34.2079166307313
"December","Uhunmwonde","Edo",24.1460331819751,27.1192283638346,29.405373398892,29.9896253948952,28.0579887199657,26.2234847221431,29.5914426904719,35.6614224554548
