"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"November","Abeokuta South","Ogun",23.6201203520861,26.4671356545607,30.6189477485813,33.240194554402,34.2826101926271,32.5904741299231,30.226630120604,33.4043955607681
"November","AbeokutaNorth","Ogun",24.1360525851949,27.0056967845393,31.1949973310088,33.7107071063458,34.5304178368873,32.765212054026,30.6521243016098,34.2555142518274
"November","AdoOdo/Ota","Ogun",22.5211009318784,25.2436722668697,29.1423590466612,31.6715391226114,33.0921581747637,31.659176007729,29.59529856888,32.6860455244977
"November","EgbadoNorth","Ogun",24.4654404479642,27.4279181960523,31.7596729440534,34.2368582107476,34.8711125163748,33.0231133573704,30.8395350029512,34.3138149763349
"November","EgbadoSouth","Ogun",23.2312845911224,26.0534334458306,30.1581788550312,32.807291347719,34.0181641346084,32.4004637374541,30.4624040264777,34.0608038226397
"November","Ewekoro","Ogun",22.8123816609094,25.5573147801906,29.5229836014778,32.1360201898879,33.485467637694,31.9235448750823,29.9921688139418,33.647463455793
"November","Ifo","Ogun",22.4067677510368,25.0790272007348,28.9144091646687,31.467708590714,32.940057494714,31.5038740881203,29.4282230015344,32.6338678346789
"November","Ijebu North-East","Ogun",23.4566448613715,26.2394227523258,30.249265196478,32.8669132407734,34.3886096316188,32.8728399665024,30.8419898118216,34.3833357573441
"November","IjebuEast","Ogun",23.5135458297352,26.302828820876,30.3316871525491,32.9283111780883,34.6303893082686,33.2909489940339,31.0568225268008,33.7829315881148
"November","IjebuNorth","Ogun",23.9411406151376,26.7947139998495,30.9105189731927,33.5954983011918,35.0906514096733,33.5299873753639,31.4042375848847,34.8302536922099
"November","IjebuOde","Ogun",23.2383451984922,25.9822303877644,29.9110822292468,32.5102013652362,34.1169683586186,32.6309353853304,30.5059783237058,33.7050635662807
"November","Ikenne","Ogun",22.9216983482524,25.6432863034627,29.5361385607985,32.1091285145571,33.5395887700162,31.9661562386074,29.5801543620378,32.6311278370282
"November","Imeko-Afon","Ogun",25.0793641289256,28.0667064187313,32.3959243659555,34.6295670973976,35.0572749816752,33.3547085113999,31.2425095933638,34.5547962622291
"November","Ipokia","Ogun",22.8634407681968,25.6207256016357,29.5778146014067,32.105651153255,33.2112801074155,31.6927900493832,29.9006067425058,33.3795107319772
"November","Obafemi-Owode","Ogun",23.3019885983017,26.1201516611921,30.2001435270516,32.8626292140718,34.1663205291288,32.5546002656159,30.2490002058922,33.4229951044096
"November","Odeda","Ogun",24.3608805826107,27.2778903582624,31.5372777674841,34.1108846300646,34.9349370387107,33.1416874571774,30.8235101185534,34.2366509100014
"November","Odogbolu","Ogun",23.343490029717,26.0915757525743,30.0241640217722,32.635400442311,34.4586128890015,33.1773533634376,30.8101600507547,33.093115168093
"November","OgunWaterside","Ogun",23.5274765360019,26.2414545867533,30.1998739603108,32.7105122419818,34.4118136874801,33.1662382727812,30.8679927994742,33.4838636716251
"November","Remo-North","Ogun",23.5166433473999,26.3527756187329,30.4554732990453,33.1231568054384,34.3715467582265,32.7110665054242,30.4080573627355,33.636367655862
"November","Shagamu","Ogun",23.0473184788414,25.7971108332522,29.7298884887437,32.3307880680679,33.8510110806249,32.3311885965633,29.9422648487303,33.0586007282837
