"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"July","Abeokuta South","Ogun",14.366016434263,15.427340313571,17.1720358409879,19.0732016058635,20.7305756620764,23.3037601789481,27.3184174045108,30.9774463549273
"July","AbeokutaNorth","Ogun",14.2371980317649,15.3493783515512,17.1417453608384,19.072025565654,20.7112102939864,23.2754252180341,27.281832392647,30.8102323420469
"July","AdoOdo/Ota","Ogun",15.834100350852,16.7867774964519,18.403732471689,20.4225603442066,22.3857199787265,25.4922437594558,30.0014124364796,34.1701485725737
"July","EgbadoNorth","Ogun",12.4149752222098,13.5426218463124,15.3569505896131,17.3649411833487,19.2822575833939,22.2050193826642,26.5460914711995,30.1288803347716
"July","EgbadoSouth","Ogun",15.4576274257171,16.4052546208386,18.0540842614974,20.1170660250321,22.1669483151676,25.4162962463535,30.1130481329533,34.3714122084223
"July","Ewekoro","Ogun",15.9561378368791,17.0215617523441,18.7663245239222,20.8088368416357,22.6687578111477,25.582330441399,29.9290887317101,34.0012372447461
"July","Ifo","Ogun",15.6927048373828,16.6395816043978,18.2127616609535,20.1742348669277,22.0608802180231,25.0410646242751,29.3822939277076,33.4449000848602
"July","Ijebu North-East","Ogun",16.0263470582711,17.0407758244925,18.7003555455279,20.6930364505861,22.4988748985792,25.3422799391854,29.6325657427415,33.6671003679361
"July","IjebuEast","Ogun",16.6803104780433,17.7101523097738,19.4215542812961,21.4442971812136,23.2210468230991,26.0279756398677,30.3160397677714,34.3558646318801
"July","IjebuNorth","Ogun",16.89628231272,18.0475627854008,19.9247026367661,22.0469256582871,23.8879236880336,26.7492620562697,31.0565987317785,35.1184987172345
"July","IjebuOde","Ogun",15.5660549815797,16.4911050795762,18.0368753209575,19.9519495203062,21.762011134743,24.6269521167234,28.8659892797732,32.8938191818806
"July","Ikenne","Ogun",14.5319807547827,15.3819802841483,16.8161386278102,18.607731888445,20.3363268314349,23.0945020710489,27.159321538324,31.0439317579175
"July","Imeko-Afon","Ogun",11.7487311189048,12.7895170046707,14.5415360363862,16.3884808129755,18.140719955039,20.9276533173249,25.0281960800801,28.0865267736494
"July","Ipokia","Ogun",14.8730780864374,15.7723500000907,17.3769172239987,19.4022600826744,21.4565327701637,24.7154321611393,29.3983932409594,33.4877395023442
"July","Obafemi-Owode","Ogun",15.0262191192208,16.0267701860262,17.6902538130696,19.6012751073283,21.3160490434379,24.0305428240601,28.1669413606979,31.9887800307451
"July","Odeda","Ogun",13.33998836396,14.4968736557154,16.3042483607964,18.2033425220877,19.8049210067561,22.264858641724,26.1036354780483,29.4336994021211
"July","Odogbolu","Ogun",16.1871744690486,17.1033912817854,18.665210053222,20.6170045259502,22.4699605081338,25.413121772535,29.7374980978532,33.82808518613
"July","OgunWaterside","Ogun",16.9162838088405,17.8587954247156,19.503773528051,21.5115419525409,23.3382591277623,26.2728173519322,30.670758228681,34.6997421583022
"July","Remo-North","Ogun",15.056588914579,16.073250157137,17.7436273023859,19.6607385639947,21.3635090671404,24.033797805915,28.1156665171336,31.9932304267471
"July","Shagamu","Ogun",15.062639452106,15.9267823240023,17.3977412825314,19.2360030668696,21.0033016855495,23.8265593958342,27.9757245533588,31.9181423814074
