"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"October","Ardo-Kola","Taraba",7.61167368250443,8.74942102110047,10.5136873438919,12.5797010630715,13.6919950851706,13.8493100171276,13.2363879373456,12.0008285874904
"October","Bali","Taraba",8.10036850340877,9.2617067772639,11.1017371115758,13.3055318471179,14.8076904001737,15.1695003038428,14.5878399534779,13.3370385314765
"October","Donga","Taraba",8.81273619135599,9.78476558424245,11.3310302529359,13.2296443646308,14.5249054758326,14.9193539594062,14.4464514794399,13.4153129402723
"October","Gashaka","Taraba",8.15760906176463,9.14499796202591,10.7235576892989,12.6665531069316,14.1588465423544,14.6360722552072,14.1232687614882,12.9555870896145
"October","Gassol","Taraba",7.77644038994057,8.94774460712148,10.7338077946062,12.8035521849292,14.0019946618594,14.1832492669046,13.5577020695153,12.2909638527217
"October","Ibi","Taraba",7.52852961308881,8.5759263154747,10.1961740435298,12.0867855538474,13.2243491895276,13.4080352886582,12.8172068094123,11.622231572516
"October","Jalingo","Taraba",6.11356850285701,6.89448371047742,8.15083868899208,9.67649435097647,10.3957228233649,10.471776142816,10.0035480803582,9.07015379627877
"October","Karim-La","Taraba",7.32785439589645,8.55344310718619,10.4223758145796,12.5764445156062,13.652997557327,13.7930449900832,13.1812062270312,11.9522957314306
"October","Kurmi","Taraba",9.05693872571491,10.0255901821735,11.5914757336083,13.5681526782949,15.0702189102489,15.6016003718158,14.9891136249078,13.6524086939146
"October","Lau","Taraba",7.2002842419568,8.37321728825249,10.1792885952525,12.272148593988,13.2446302254474,13.3628917059651,12.7685104705344,11.5780700217782
"October","Sardauna","Taraba",7.57273177732487,8.49952770024788,9.96473728271331,11.7576051918724,13.2125512027971,13.7648459200349,13.2160187804389,12.0260787198652
"October","Takum","Taraba",9.0543988924922,9.95097540194248,11.404066224256,13.2797526452943,14.560062995931,14.8541101445817,14.2423013956565,12.9931009418281
"October","Ussa","Taraba",9.25621189474588,10.1730022660827,11.6405668475857,13.5001785578479,14.8515848411085,15.3254201899746,14.689775784895,13.3492357057892
"October","Wukari","Taraba",7.55147133826026,8.49521792016202,9.97354355150336,11.7398502542514,12.8619816392664,13.0786985251171,12.5231635450359,11.3969335559644
"October","Yorro","Taraba",7.08841719740087,7.92896294950881,9.30457410973837,11.0181698754869,11.997110476763,12.1463704493699,11.6090587451052,10.5261127399184
"October","Zing","Taraba",6.95842393929037,7.9458183794924,9.55232856643373,11.5108814961156,12.5629619959114,12.710160629877,12.1483340872343,11.0144375576899
