"plm","NAME_2","NAME_1","Harvest_8","Harvest_9","Harvest_10","Harvest_11","Harvest_12","Harvest_13","Harvest_14","Harvest_15"
"July","Abi","Cross River",6.30309711934871,6.76152716402495,7.52979817232596,8.36125143814969,9.04577039714876,10.0589417109767,11.5235256297176,12.8506118147177
"July","Akamkpa","Cross River",8.79348943273228,9.40426019294725,10.4242263182428,11.5107852689538,12.3649545458586,13.6103354495972,15.3965939855114,16.9130603258233
"July","Akpabuyo","Cross River",8.09141383370202,8.51494364694805,9.30684573961854,10.1764901959889,10.8411761493622,11.8562836345981,13.358036422081,14.5596538892233
"July","Bakassi","Cross River",9.13129251427993,9.57916815257648,10.4391790860844,11.3412599836353,11.999823154297,13.0350275094146,14.6509045236923,15.9838084939439
"July","Bekwarra","Cross River",4.83247960067619,5.22843433479236,5.88406430602179,6.59724535652462,7.24719933847523,8.26461808498096,9.77677053626615,11.2301658894756
"July","Biase","Cross River",7.86537586911853,8.41072091364336,9.33001414311729,10.3263777849676,11.1321406338086,12.318689605509,14.0293061783,15.5198372984244
"July","Boki","Cross River",7.77530941770156,8.40849002860452,9.40875541369629,10.4560204902658,11.3226413469559,12.5898555477647,14.4033074540132,16.057287154723
"July","Calabar","Cross River",7.89710261355884,8.35569684244237,9.17785913516351,10.0683134558385,10.7724759035436,11.8370419553857,13.4028136247856,14.7240308803477
"July","Etung","Cross River",8.19301524807656,8.80241753970085,9.79551629240659,10.843891178285,11.6649617092275,12.8508272020773,14.5485406114309,16.0223049094873
"July","Ikom","Cross River",7.67560395336791,8.25974038968391,9.21453631493122,10.2415383015163,11.107609153921,12.3985255773962,14.251965860719,15.9310600698727
"July","Obanliku","Cross River",6.91069130472631,7.51358112768551,8.44455018219162,9.39103744710751,10.149689304497,11.2378060490642,12.8018629375251,14.2815578546864
"July","Obubra","Cross River",7.35868539274226,7.8997492777665,8.79987926390972,9.77861778756699,10.6126133960782,11.8582701935706,13.6448914646499,15.2404343653919
"July","Obudu","Cross River",6.33620704471818,6.88410001901043,7.73719716693696,8.62009751174998,9.35913460698938,10.4354365998814,11.9879029226199,13.4940604196887
"July","Odukpani","Cross River",8.76837132296485,9.33196523938974,10.3049086078827,11.3641164278382,12.2077403002708,13.458223215919,15.2654313167901,16.788870305615
"July","Ogoja","Cross River",5.9766913921267,6.44975268831268,7.2256927645579,8.06947620132563,8.82423878667729,9.98308711363844,11.6693751595687,13.2874958034361
"July","Yakurr","Cross River",7.28913256325051,7.81293819107828,8.68996839442251,9.63795007464231,10.4182517127476,11.5627241696397,13.2075161415587,14.6624718026683
"July","Yala Cross","Cross River",5.23828028998476,5.6420165619219,6.32759166998024,7.10056413213144,7.82118393497743,8.93718423509268,10.5507423274468,12.0808619527861
