"","plDate","N","P","K","WLY","CurrentY","TargetY","TC","NR","NPK17_17_17","DAP","MOP","Urea","FCY","plw","harvMonth","STATE","DISTRICT","respY","groRev","plm","rateNPK171717","rateDAP"
"4175",36,78.0011977699347,13.4103778188009,51.2824479788235,44.712375,14.38995,28.5602594763779,179343.75,883430,42.725,49.35,74.85,134.5375,"level2",6,11,"Amajyaruguru","Rulindo",14.1703094763779,1062773.75,"February",42.725,49.35
"4201",36,86.5253118187688,20.8914588948598,39.6977826915101,56.7373125,14.8698,31.8174194382343,197667.5,1073410,59.7625,79.6625,51.175,134.8875,"level2",6,12,"Amajyaruguru","Burera",16.9476194382343,1271077.5,"February",59.7625,79.6625
"4202",36,86.1763605556154,20.7536957040917,39.1489830217687,49.9577727272727,14.7525,31.6186142989046,197196.590909091,1067756.81818182,63.1590909090909,77.6022727272727,49.4659090909091,133.75,"level2",6,12,"Amajyaruguru","Gakenke",16.8661142989046,1264953.40909091,"February",63.1590909090909,77.6022727272727
"4203",36,86.1953020556135,20.6771020856205,39.9873691563185,78.8785555555556,14.8394444444444,31.7391042154927,196628.703703704,1070842.59259259,56.9074074074074,79.7962962962963,52.4722222222222,135.222222222222,"level2",6,12,"Amajyaruguru","Gicumbi",16.8996597710483,1267471.2962963,"February",56.9074074074074,79.7962962962963
"4204",36,86.5483561891943,20.6694768875235,41.8174222622601,73.3247205882353,15.1348235294118,32.1436225374889,198169.117647059,1077492.64705882,53.9558823529412,80.9705882352941,56.2941176470588,136.588235294118,"level2",6,12,"Amajyaruguru","Musanze",17.0087990080771,1275661.76470588,"February",53.9558823529412,80.9705882352941
"4205",36,85.8352807689711,20.5794830954557,39.9216487391707,64.3026,14.38995,31.107224415673,197058.75,1056736.25,62.875,76.8375,50.8625,133.35,"level2",6,12,"Amajyaruguru","Rulindo",16.717274415673,1253795,"February",62.875,76.8375
"4231",36,86.2812571427321,20.991183648644,39.3771063133455,73.155525,14.8698,31.7822625397809,197557.5,1070887.5,61.425,79.45,50.2375,133.7625,"level2",6,13,"Amajyaruguru","Burera",16.9124625397809,1268445,"February",61.425,79.45
"4232",36,86.4472399526631,20.9751860224182,38.514232525378,66.91275,14.7525,31.7225469786124,197380.681818182,1075367.04545455,63.2386363636364,78.6477272727273,48.3636363636364,133.897727272727,"level2",6,13,"Amajyaruguru","Gakenke",16.9700469786124,1272747.72727273,"February",63.2386363636364,78.6477272727273
"4233",36,85.4427039781093,20.6885641927859,39.2597049867766,91.9352777777778,14.8394444444444,31.5957316076838,195408.333333333,1061310.18518519,59,78.9259259259259,50.7222222222222,133.12037037037,"level2",6,13,"Amajyaruguru","Gicumbi",16.7562871632393,1256718.51851852,"February",59,78.9259259259259
"4234",36,86.8685578611861,20.5025714812641,42.1710077693399,87.6213970588235,15.1348235294118,32.179785418042,198105.882352941,1080269.11764706,51.9852941176471,80.9411764705882,57.3235294117647,137.970588235294,"level2",6,13,"Amajyaruguru","Musanze",17.0449618886302,1278375,"February",51.9852941176471,80.9411764705882
"4235",36,86.4593849490824,20.7378177221499,39.8062049335251,79.1544375,14.38995,31.2701124978675,197782.5,1068231.25,61.4,78.2375,51.05,134.7375,"level2",6,13,"Amajyaruguru","Rulindo",16.8801624978675,1266013.75,"February",61.4,78.2375
"4261",36,86.4094999527702,20.9674602525745,39.4972685896806,83.522775,14.8698,31.8025630068687,197640,1072323.75,60.6,79.6625,50.6625,134.2875,"level2",6,14,"Amajyaruguru","Burera",16.9327630068687,1269963.75,"February",60.6,79.6625
"4262",36,86.9172430986049,20.8472510836033,39.0246927866163,77.3105113636364,14.7525,31.796275555034,197726.136363636,1080547.72727273,61.0568181818182,78.9204545454545,49.7272727272727,135.613636363636,"level2",6,14,"Amajyaruguru","Gakenke",17.043775555034,1278273.86363636,"February",61.0568181818182,78.9204545454545
"4263",36,86.340699498508,20.9922502124979,39.7683653171507,101.049555555556,14.8394444444444,31.7917231058362,197775,1073647.22222222,59.75,80.1759259259259,51.3703703703704,134.324074074074,"level2",6,14,"Amajyaruguru","Gicumbi",16.9522786613917,1271422.22222222,"February",59.75,80.1759259259259
"4264",36,87.0041906359173,20.471368446885,42.3014919674391,97.16325,15.1348235294118,32.2013317356386,198169.117647059,1081820.58823529,51.0441176470588,81.1617647058823,57.7647058823529,138.602941176471,"level2",6,14,"Amajyaruguru","Musanze",17.0665082062268,1279989.70588235,"February",51.0441176470588,81.1617647058823
